Material,Thickness (mm),Precut dimensions (diameter/side length) mm,Precut Shape (circle/square/etc),Total Strain/Elongation (%),UTS (MPa),YS (MPa),Strength Coefficient (k in MPa),Strain hardening coefficient (n),Anisotropic (R Value),Is lubricant used?,Feed rate (mm/min),Tool speed (rpm),Step depth (mm),No of stages,HER,Flange Height (mm),Roughness (µm),"Minimum thickness (after final stage, mm)",Final angle after the final stage (degrees),confidence_score
AA1050-H111,1.0,120.77531349399406,circle,10.0124290242065,120.89995971555115,119.81248086611443,140.0487073900026,0.03986115381463808,0.84,1,1000.0,,0.20040441963463929,6.0,1.2652623257269406,,,0.6999988816419549,90.10241866277201,0.4
AA1050-H111,1.0,120.70411831294894,circle,7.864928376228164,120.59413097802151,120.09963641393557,139.93387322214397,0.04029843507105965,0.84,1,1000.0,,0.19914987623219327,6.0,1.3500795237196066,,,0.699999970860103,90.01653227488147,0.4
AA1050-H111,1.0,125.29061163427724,square,8.847290581088194,120.81975319968137,119.84318426016279,140.0319943667499,0.03977100717203547,0.8399999999999999,1,1000.0,0.0,0.19836588414303097,6.0,1.3013672074845606,,,,89.94584299068308,0.4
AA1050-H111,1.0,102.61781910073779,circle,8.068279998102438,120.67799265224697,119.81061207722331,139.98694291881029,0.04000632866648368,0.84,1,1000.0,,0.1987432171970766,4.0,1.0,,,0.6999997230914918,89.94903679005856,0.4
AA1050-H111,1.0,96.55824299788942,circle,10.05805327630604,120.8530837227443,120.3010209575769,140.05435414613487,0.04047031802019945,0.84,1,1000.0,,0.19870036675838396,5.0,,,,0.6999998472736937,90.03784822722059,0.4
AA1050-H111,1.0,120.71775841151212,square,8.937893409792013,120.83060101250108,119.78266378737844,139.89790527054302,0.04027044203016104,0.8400000000000001,1,1000.0,,0.20097601189722322,6.0,1.0,,,0.6999993646439271,90.07719643341106,0.4
AA1050-H111,1.0,89.71571995741265,circle,10.02972905675989,121.0122642718355,119.93782651872637,140.04721279326213,0.040403955728629044,0.8399999999999999,1,1000.0,,0.19784954650013895,4.0,1.309515531051572,,,0.6999999917537781,90.00879460049855,0.4
AA1050-H111,1.0,120.5516089415189,circle,7.649413158897065,120.58136047690974,119.7299310125982,139.97265677826613,0.04014136871406618,0.84,1,1000.0,,0.19961490499742637,6.0,1.3187219358534037,,,0.6999930352096287,89.74441050786061,0.4
AA1050-H111,1.0,54.272242362354135,circle,10.00154363226198,120.90793174953738,119.8785789810487,139.99911680051636,0.03990386560641394,0.84,1,1000.0,,0.1997603658385847,1.0,,,,,,0.4
AA1050-H111,1.0,140.6405235253471,square,6.803318376366093,120.49716668442483,119.81493254548964,139.9933494604463,0.04004764802159774,0.84,1,1000.0,,0.20037673542624945,6.0,,,,0.6999992352322459,89.91530584610683,0.4
AA1050-H111,1.0,127.19152288952786,circle,8.957781508061034,120.77254277106971,119.59493556612925,139.99756256813527,0.039774153939201806,0.8399999999999999,1,1000.0,,0.1983614766817409,6.0,1.0,,,0.6999999566887156,89.97984470570417,0.4
AA1050-H111,1.0,133.0838317597541,square,7.713621895555864,120.526855697499,119.62563898196849,140.01105417903239,0.03992973218750888,0.84,1,1000.0,,0.19887927503596922,6.0,1.0,,,0.699999436399939,90.07270665340442,0.4
AA1050-H111,1.0,114.87291154849197,circle,9.966403785980951,120.92379780515226,119.61550890442632,139.9982808829978,0.04007064665509166,0.8399999999999999,1,1000.0,,0.20065809809209412,6.0,1.3277682793902958,,,0.6999999471012895,90.02227466368902,0.4
AA1050-H111,1.0,130.4199914009995,circle,8.404645219083871,120.66963856170051,119.96542927517436,139.97651812600097,0.040260024293017366,0.8399999999999999,1,1000.0,,0.20038750282328027,6.0,1.188258193831257,,,0.6999999554718487,90.02043647294995,0.4
AA1050-H111,1.0,120.14606366260051,circle,9.988930278062329,120.874676551695,119.81241342081893,139.99929872760265,0.040034409745635456,0.84,1,1000.0,,0.2019290526467916,6.0,1.2729635957861296,,,0.6999998548381609,90.03689902142119,0.4
AA1050-H111,1.0,106.75692091528057,circle,9.96862186973016,120.88843235925965,119.99640575479235,140.06265021493908,0.04017647223124394,0.84,1,1000.0,,0.19859768832205993,5.0,1.325300007066949,,,,90.02692638986434,0.4
AA1050-H111,1.0,120.23241282202375,circle,10.02860570958941,120.88506683344663,120.10001566863258,140.02371538641506,0.04027098569085462,0.8399999999999999,1,1000.0,,0.20070979044940812,6.0,1.3279855677921746,,,,90.00792826315963,0.4
AA1050-H111,1.0,117.50763407704213,circle,7.913353160271908,120.61687329750958,119.93271393519731,140.00627196759973,0.039901612968634245,0.8400000000000001,1,1000.0,,0.1989591730992185,6.0,1.3191431726879574,,,0.6999999972977697,89.9949655760134,0.4
AA1050-H111,1.0,138.6586703444512,square,6.778621259470732,120.46939336826325,120.08431077878595,139.94482611169548,0.04044438931985653,0.8399999999999999,1,1000.0,,0.19982623712533495,6.0,,,,0.6999999494222069,89.97821946462513,0.4
AA1050-H111,1.0,115.41236773765331,circle,8.807609074759599,120.79464034707811,119.97886641630704,140.0228782048768,0.04001746577640115,0.8400000000000001,1,1000.0,,0.19921478356070177,6.0,1.3097734414779383,,,0.699999996377485,90.00582899527272,0.4
AA1050-H111,1.0,124.51133017653251,circle,9.270948092660205,120.8199947657996,120.18750235983492,139.9878778107435,0.04030527227880055,0.84,1,1000.0,,0.20031262430217295,6.0,1.081417080192435,,,0.6999999405184129,89.97638000032012,0.4
AA1050-H111,1.0,120.0677783879217,square,7.600974404087469,120.6201738899385,120.10136626279869,140.12515226579652,0.04013796734685191,0.84,1,1000.0,,0.19718508813704597,5.0,,,,0.6999993520935436,89.92204485250436,0.4
AA1050-H111,1.0,91.64972419010932,circle,4.6502912196465,117.73910386800269,100.34583900411394,136.33496668423493,0.05524075945366598,0.84,0,1000.0,0.0,0.35033587252250814,3.0,1.410704479340488,13.43,,0.8420619983765484,84.17646197334979,0.4
AA1050-H111,1.0,87.02547479407721,circle,8.619946225111628,120.79028092817958,119.87679498771824,140.00217732561387,0.04005013482295756,0.84,1,1000.0,0.0,0.2007262785713676,3.0,1.2385954391815677,,,,89.97000258352612,0.4
AA1050-H111,1.0,113.56728101892641,circle,10.033509703482087,120.93417450574087,119.96114703529219,139.9644946856059,0.03994053104098119,0.84,1,1000.0,,0.19948626414578421,6.0,1.3390535877199434,,,0.6999999695568742,89.98310208066137,0.4
AA1050-H111,1.0,87.59111082118224,circle,6.3633859406502005,118.10531675099206,102.17160886439956,136.66962724091522,0.05419154401045289,0.84,1,1000.0,,0.34530246340554416,4.0,1.4397986473932818,13.43,,0.841141706338599,84.60740213317109,0.4
AA1050-H111,1.0,132.47445846899086,square,8.067189800356692,120.64730076422389,119.9539700664352,140.00598740033118,0.03993777128058812,0.8400000000000001,1,1000.0,,0.20047458541036942,6.0,1.3411470887615617,,,0.699999818489658,90.04126095798462,0.4
AA1050-H111,1.0,119.85326562825476,circle,8.945088237640084,120.77387824056709,120.17256474046272,140.0339682768677,0.040163821568552645,0.84,1,1000.0,,0.19904720972220344,6.0,1.3312360181550074,,,0.6999984413582556,89.87909010539668,0.4
AA1050-H111,1.0,126.21591657293297,square,9.259022317541557,120.81046681564052,120.19812880364647,140.01817693104067,0.04018873741719426,0.84,1,1000.0,,0.1997501066829849,6.0,1.0,,,0.6999998715792495,90.0347061323525,0.4
AA1050-H111,1.0,120.83079290159394,circle,10.088884453569065,120.86318584554505,119.97506223037098,139.99991819351294,0.03994837538811566,0.84,1,1000.0,,0.20266997357972258,6.0,1.3367883727092584,,,,90.03122045597704,0.4
AA1050-H111,1.0,126.16325139553899,square,6.787828287297566,120.50103110062541,120.06338876817273,140.00234724090362,0.039691662453349784,0.8400000000000001,1,1000.0,,0.19878279820145653,6.0,,,,0.699999973093828,89.98411399963383,0.4
AA1050-H111,1.0,138.8116543821017,square,6.775657910895725,120.54906281511228,119.55054735870567,140.07134383506659,0.039965710537760976,0.84,1,1000.0,0.0,0.19775669658103173,6.0,1.0,,,0.6999999475496103,90.02218007307697,0.4
AA1050-H111,1.0,135.16555886406323,square,6.831129227964283,120.50698771715146,119.93944328758734,139.99509827111336,0.03999609452069571,0.84,1,1000.0,,0.20193161937238124,6.0,1.0,,,0.6999996883930267,89.94593798729184,0.4
AA1050-H111,1.0,120.94049358175378,circle,8.283876962795961,120.68338777734746,119.69876573854633,140.0408864139058,0.03995901457567215,0.84,1,1000.0,,0.19971527404085063,6.0,1.2073651652521746,,,0.6999999994268149,89.99768134551094,0.4
AA1050-H111,1.0,131.78418740313003,circle,7.504593408921438,120.5743002435231,119.62728584472124,140.03495072871698,0.03973176093669952,0.84,1,1000.0,0.0,0.20021543893856483,6.0,1.2606797681402595,,,,90.06116928781083,0.4
AA1050-H111,1.0,116.12002754201106,circle,10.014099703904707,120.86213980526747,119.71973079073437,140.049707416162,0.03981251777533275,0.8399999999999999,1,1000.0,,0.19817158799460524,6.0,1.2801509316142239,,,0.6999999556821457,90.02038815726314,0.4
AA1050-H111,1.0,124.18513131304726,square,9.255207429814552,120.89192107383347,119.91031038151851,139.9930837843988,0.04001816423285357,0.84,1,1000.0,,0.19944047331366177,6.0,1.0878045296877723,,,0.6999995369573723,89.93409792012193,0.4
AA1050-H111,1.0,74.44338682851927,circle,5.502357436637345,117.29989441111697,96.66803753707114,135.76764621731743,0.05867946973422555,0.8399999999999999,0,1000.0,,0.38248688011267584,3.0,1.4688764181233303,13.43,,0.6659973561613897,83.05796971031634,0.4
AA1050-H111,1.0,95.55154378138684,circle,5.295686156408254,118.59659307312249,106.30085415049695,137.3895161988421,0.050835150479106285,0.84,1,1000.0,,0.3072628151982307,4.0,1.5664710958794252,13.43,,0.6982506552957268,85.94849113839913,0.4
AA1050-H111,1.0,130.63240216038622,square,8.020636386073171,120.60764925184885,119.88235984953396,139.97636831475498,0.04030446388197172,0.84,1,1000.0,0.0,0.19864092665421124,6.0,1.2359995510476047,,,0.6999999974392146,89.99509910725072,0.4
AA1050-H111,1.0,138.36562204933756,square,6.820454606974053,120.42518759567493,119.95458955772466,140.0499858435558,0.04007989417780948,0.8400000000000001,1,1000.0,0.0,0.19713395397464412,6.0,1.2512289252719497,,,0.6999998384928473,89.96107895440747,0.4
AA1050-H111,1.0,120.34431175418126,circle,9.978945371113356,120.89148530685345,120.00334531877121,139.92759090213343,0.039762231803462555,0.84,1,1000.0,,0.20028076325255637,6.0,1.3352026845429814,,,,90.00654968534324,0.4
AA1050-H111,1.0,140.04034131739095,square,6.817589373791649,120.45189882996964,119.87297507988077,139.9683034770618,0.039929346035016945,0.84,1,1000.0,,0.1995964061188155,6.0,1.0,,,0.6999994366196337,90.07269248127221,0.4
AA1050-H111,1.0,97.28049227616772,circle,10.02116009090882,120.88681222788955,119.99807715426998,139.97376227982676,0.039813169606657414,0.84,0,1000.0,,0.19945939235285412,4.0,,,,,90.05417289758962,0.4
AA1050-H111,1.0,120.28160682389921,circle,7.655316378327933,120.68263048009393,120.1534104641821,139.98485627843527,0.04048702456287159,0.84,1,1000.0,,0.19790804841588402,6.0,,,,0.6999997195898074,90.05128442876833,0.4
AA1050-H111,1.0,121.76932519203342,circle,9.977417267885997,120.97540837125695,119.74659040215326,139.9743612464447,0.04012404101784294,0.8400000000000001,1,1000.0,,0.19923231781323322,6.0,1.3236183990610229,,,,89.97076861448389,0.4
AA1050-H111,1.0,117.83322807460131,circle,10.045975001549927,120.90675022866422,119.80340662219355,140.02619471138263,0.03985520509867612,0.84,0,1000.0,,0.2004870406638909,6.0,1.3131198259252326,,,0.69999778532134,90.14412658128497,0.4
AA1050-H111,1.0,129.53338222312703,circle,8.483829251359444,120.69959124709504,120.10128172295907,139.99688033079553,0.0399563656942015,0.84,0,1000.0,,0.20103983437386785,6.0,,,,0.6999997397960476,90.04940211795021,0.4
AA1050-H111,1.0,140.22626798747146,square,6.836657524468536,120.55274110685194,119.92527119345418,140.00115639185904,0.04004417109773256,0.84,1,1000.0,,0.19824041584705915,6.0,,,,0.6999997754302655,89.95410512042439,0.4
AA1050-H111,1.0,74.68983465885168,circle,5.165039791748171,117.07246459633575,94.8931744225966,135.4431877901727,0.059606570699281894,0.8400000000000001,0,1000.0,,0.3926091675090252,3.0,1.43518579225917,13.43,,0.6927703039710336,82.59589849939773,0.4
AA1050-H111,1.0,129.54246166383916,circle,7.961201832195424,120.59055284229345,119.95282699562144,140.03574233903194,0.04008352050535382,0.8399999999999999,1,1000.0,0.0,0.19893180085396492,6.0,1.259357034414043,,,0.6999986046762766,90.11440003872382,0.4
AA1050-H111,1.0,120.05840348806653,circle,10.001926631783917,120.93916669887759,119.77277140644911,140.04881872182233,0.03997885727351268,0.84,1,1000.0,,0.1993290756939785,6.0,1.3323183152800995,,,,90.043534234093,0.4
AA1050-H111,1.0,113.08478175221724,circle,10.039877331592704,120.87722080771368,119.82408911017863,140.02344363349394,0.04004876810236118,0.84,1,1000.0000000000001,,0.2017700025245305,6.0,1.2819790770855564,,,0.699999074124644,90.09318905772405,0.4
AA1050-H111,1.0,118.67080028480734,circle,7.6840351888840015,120.56142022980272,120.33110242291802,139.9904707272078,0.04002646805584083,0.84,1,1000.0,,0.20194906525488984,6.0,1.3169070272036743,,,0.699999982260281,89.98710082370374,0.4
AA1050-H111,1.0,118.56588205316754,circle,8.669446676857213,120.7016917831587,119.73535405381357,140.06112281363338,0.039928191634554466,0.84,1,1000.0,,0.19956164575422786,6.0,1.2353460509423428,,,0.6999992751187442,90.08245596573957,0.4
AA1050-H111,1.0,121.18371918026826,circle,9.97834818940617,120.92275011038649,120.14789568810505,139.98217623651703,0.040279222399371976,0.84,0,1000.0,,0.20078590916632033,6.0,,,,,90.01287683516472,0.4
AA1050-H111,1.0,129.543006889566,circle,8.111494516660064,120.66645044469001,119.96572959635402,139.94012420763391,0.0399221376107634,0.8399999999999999,1,1000.0,0.0,0.19987507873082724,6.0,1.2648155187536916,,,,90.00131612978946,0.4
AA1050-H111,1.0,120.70114162144974,circle,9.967594944191026,120.89272242219516,119.90082403493993,139.9251019547321,0.040080561232286004,0.8400000000000001,0,1000.0,,0.1990152926751485,6.0,1.3248501378996815,,,,89.99642295786359,0.4
AA1050-H111,1.0,113.80542323108874,circle,10.008102547944086,120.9260357658462,119.7278236064775,140.00150384429074,0.04014040805692348,0.8399999999999999,1,1000.0,,0.1998226820966933,6.0,1.3167771267694752,,,0.6999997291931642,90.05039859570685,0.4
AA1050-H111,1.0,115.35747767980864,circle,9.973275448541694,120.8704701806941,120.14814613818939,139.90859941243113,0.04021551092542669,0.84,1,1000.0,,0.19754198578263543,6.0,1.3390121129931742,,,0.6999997889060507,89.95550343218217,0.4
AA1050-H111,1.0,114.16703507837516,circle,10.031836325775478,120.91805277485518,119.7177985108853,139.93765142615396,0.0397865728572387,0.84,1,1000.0,,0.19895861312645344,6.0,1.3440320090722746,,,0.6999999993361994,89.99750478816668,0.4
AA1050-H111,1.0,120.31937799207077,circle,10.08963809517625,120.8639443706186,119.7784672360253,140.02304854920666,0.03986991376241971,0.84,1,1000.0,,0.19860784823431243,6.0,1.3103049138772136,,,,90.00448966182324,0.4
AA1050-H111,1.0,138.59494992412286,square,6.780929674356751,120.51462403837276,120.08607644361656,140.03887548449356,0.03942511668556854,0.8399999999999999,1,1000.0,,0.19991752287890266,6.0,,,,0.6999997430984096,90.04908762496885,0.4
AA1050-H111,1.0,117.75863996172498,circle,7.6348300220965,120.58793314220175,120.0827643227468,140.00291835996407,0.039916285930982745,0.84,1,1000.0,,0.20167510350856332,6.0,1.3039691693508795,,,0.6999999831013592,89.98741032561578,0.4
AA1050-H111,1.0,111.02863998502723,circle,9.976313484614906,120.88914517977634,119.65924311429671,139.91317901211056,0.039861388953482166,0.84,1,1000.0,,0.19989405788450662,6.0,1.3052747480697615,,,0.699999997385337,90.00495218054974,0.4
AA1050-H111,1.0,136.75160591911092,square,6.748516091464008,120.51365429397046,120.13896908451491,139.9702885699543,0.040367647854613865,0.84,1,1000.0,0.0,0.2013119978472727,6.0,1.0573314947368737,,,0.699996942656617,90.16934051559603,0.4
AA1050-H111,1.0,102.70356557709626,circle,5.691545424774384,119.08501507637723,110.76459479715542,138.2564279612995,0.047075339649208875,0.84,1,1000.0,,0.27459220700481163,5.0,1.5436346377867458,13.43,,0.699157725930952,87.18901270930817,0.4
AA1050-H111,1.0,84.62827170718516,circle,10.043277265146797,120.87199729865115,119.62982362440097,140.0271361157696,0.0399144710179312,0.8399999999999999,1,1000.0,,0.20224613186062454,4.0,1.3160738789660933,,,0.6999998806477002,90.03345831088093,0.4
AA1050-H111,1.0,86.54126981528087,circle,8.458104254600746,120.68380203794337,120.27179021126346,139.97453289238018,0.04010607535842648,0.84,1,1000.0,,0.2001358823498245,3.0,,,,0.6999999879945891,89.98938849154314,0.4
AA7075-O,1.601843713813121,59.36685250242825,circle,16.86762071924779,214.16357182093404,110.60674847704108,399.8833434908807,0.1739677474496361,0.8487848619490774,1,990.9800941592144,484.2427397533081,0.19992035593390153,1.0,1.6040178636982292,25.69571763237951,,,90.11539441935368,0.5579386224446606
AA7075-O,1.5867450127172231,59.18861829104303,circle,16.17554584548808,215.27013813540077,109.84319965784154,353.8710995214608,0.22504933707529523,0.8495600173594438,1,979.1508796247351,714.9018181487269,0.20002529463856752,1.0,1.6184160375695154,25.74120847164724,0.21729718576474524,1.1107146010451157,89.79792763154796,0.4846153849051036
AA7075-O,1.189722850828553,90.9730946194137,circle,12.183647925151222,152.62665036164904,115.00827070354572,218.57890608290063,0.2864678705359878,0.8431788632704177,1,1012.8448617747107,,0.19981719193878378,4.0,1.440057921753012,17.80944363065797,,,69.91707420382191,0.6000000000000001
AA7075-O,1.5995260107917069,64.53572239827487,circle,17.03042797291715,214.51154054857784,110.42445874011759,334.414029436203,0.1382864412903376,0.8501942921947818,1,1008.1504214567922,1005.5178356824867,0.20007015380845153,2.0,1.481646392314279,23.580980021500633,0.16877028565917646,1.0983627374324063,89.92512637997625,0.5077497723612278
AA7075-O,1.2786277383151325,80.93800133437811,circle,13.136761443375393,164.2864981573963,114.57848280385481,259.2428300881905,0.09748484455318614,0.8425910369493251,1,1039.793584130646,1009.2971007241863,0.20140660143469985,4.0,1.661704888295278,26.39254113374031,,,79.19031001069492,0.4736842105263158
AA7075-O,1.5966276985327417,61.383978353878035,circle,17.03105971975256,213.88684668256374,109.69226616642668,402.553656186397,0.16470640008567086,0.849752440004121,1,969.7126311430592,0.0,0.19554830524468592,1.0,1.5261618521469005,24.864285998029,,1.1176383553046623,89.92207489360487,0.4700000000000234
AA7075-O,1.6067143243195015,60.07414121928906,circle,16.932626002864886,214.36220350359287,109.57061358813777,397.8346183311031,0.17601431067044057,0.8503419624931353,1,1013.6003722832472,703.8722261761264,0.20164626128853308,1.0,1.5573163025768875,25.82041299306941,,,89.92364277801225,0.5052636411159283
AA7075-O,1.594507790541555,57.30974980919482,circle,16.735302595940013,219.74537837450666,107.64087586943626,427.0464448475283,0.15682099553809603,0.870741122698529,1,1008.6562773559755,7.82212977258018,0.20036675527687262,1.0,1.619151233664646,27.012675357298793,,,,0.5579044366498381
AA7075-O,1.6043905300875074,63.46655044810104,circle,17.01652215703241,213.33101362253646,108.97487586813772,399.4335014000928,0.16934860880547364,0.8494037904396108,1,948.459622004771,284.11751861407896,0.20085148487459006,1.0,1.4857937300228554,23.298863548467256,0.33638248826581224,,90.05543437479018,0.47500000000000003
AA7075-O,1.605897108650385,61.060662502397776,circle,16.841766479052712,228.66865996181036,108.33257106907678,432.02663081140275,0.1596714168184178,0.900486679106677,1,952.2441253283221,614.6027589479979,0.1991732843124232,2.0,1.0,,,1.1984227483238554,,0.4666666666666667
AA7075-O,1.6010436957304781,61.865223089718505,circle,16.30339686715978,213.52305026331706,109.45104895638445,400.0150618551164,0.1763001283079348,0.8501852459372748,0,961.3912936295503,997.7676983477273,0.19957172248361743,1.0,1.5585313958116584,21.412390952901433,0.16930006551458338,,90.09339595266329,0.5083333333333333
AA7075-O,1.309216441228916,57.85009354611435,circle,11.319393114663399,174.29043942686488,92.56168151895778,268.9214812446945,0.46798690636691176,0.8518500196964919,1,,,0.3436806565341661,1.0,1.49234940297563,15.781727899683537,,0.8320053242375841,78.78532871573339,0.5333333333333333
AA7075-O,1.6022949632476937,59.50645982672442,circle,17.160994052833704,214.4481477407141,109.2755912138634,324.400406108433,0.13388019387351632,0.8479869826174761,1,1007.74425409385,2.0274613253843774,0.19696112855042908,1.0,1.5951087541325037,26.047012324728495,,1.1216064462065434,89.98718218042552,0.510080157628979
AA7075-O,1.6024221484043155,63.28081904553295,circle,16.2370884055862,214.66235390532276,108.9735165999057,365.1730504450576,0.20930865725559758,0.8508466803000176,1,1043.6313149871792,231.8058174410284,0.19999950425598811,1.0,1.5135027127993939,24.050104820245167,0.30464207694853807,1.121695434387661,90.02016870653915,0.5307692307692308
AA7075-O,1.597601933101717,57.23088700953105,circle,16.57597757625837,212.4834126004251,109.20897041830308,380.7807972696921,0.19571517364242386,0.8516481559338391,1,985.6508272426986,2.269231432304292,0.20104935299456433,1.0,1.6633225794282656,26.72605128671911,0.33867465697134913,1.118320838078961,89.94500833842622,0.5230770796996937
AA7075-O,1.6034499191686087,60.42787082731885,circle,17.282817971366843,213.519928331545,109.3215649497995,398.95412846262224,0.1693711958189374,0.8487072008890817,1,983.549366102892,492.5679771011306,0.20064254395420644,1.0,1.5665094844381307,25.815791813700297,,,90.05212624643582,0.48421055409048225
AA7075-O,1.6060434086477517,58.7239570222204,circle,16.741448792765862,214.55311649373496,109.85020841802505,327.93363138692024,0.17167975293820079,0.8497326221536349,1,980.7228495785791,483.99406954582685,0.199251876824919,1.0,1.607879672268703,26.829462152713877,0.17138921934530563,1.1242277800491722,89.87663339462544,0.5153846167205355
AA7075-O,1.6020457141743352,61.79386117983541,circle,16.676089807788635,219.35764133862259,106.31806538666727,351.07387704013667,0.14623672108678873,0.8498262897470752,1,970.2468580518012,,0.20200564604486757,2.0,1.6437418834702289,23.903688359236703,,1.1001598739286693,89.92507441018377,0.4800000000000214
AA7075-O,1.603410154329752,64.73773318234635,circle,17.003755027442413,223.41471903242766,109.58222610001016,275.46286294523475,0.11456427501578031,0.8515501412419989,1,1025.5607463100382,994.7621716216428,0.1994923079054712,1.0,1.427565000272698,20.00854673877857,,1.1047193206886556,90.01925155988674,0.500000000000452
AA7075-O,1.6021038451335015,61.30118277590665,circle,16.9412658618151,221.29868363419354,105.79475756176397,399.0070284539034,0.5292265462583136,0.8499457823101183,1,984.774892590346,1008.8919911016111,0.20006251364347732,1.0,1.5447605246732643,22.276141028163337,0.1718961079358908,1.1214706339973288,90.10975477193237,0.5076923114389846
AA7075-O,1.604947955053097,56.962477685338726,circle,16.564827122834334,213.76126718533928,108.96299748144706,375.49706602088355,0.19993198893559153,0.8504818382829765,1,987.3983161192423,1003.4190972858416,0.19901367790673696,1.0,1.6901756933676493,26.6530812988911,0.1739759508042816,1.123461005634087,90.12238390529443,0.6000009939423292
AA7075-O,1.3769465526295472,40.45805873692023,circle,18.14753768766762,219.0548087362854,138.45668348230177,372.940092067576,0.3198093125989405,0.8499627538156761,1,992.8349283597717,0.0,0.12530262950829812,1.0,2.3054422532351007,,0.34036251877367485,,90.07436712223443,0.4947368421052827
AA7075-O,1.598316098828377,65.06344912300722,circle,16.245128843681925,214.64792071122818,109.88523499866292,369.61585563650334,0.20972297689230773,0.8491313695550683,1,1026.322680391492,310.8109839200772,0.1994514928085106,1.0,1.4521756018908087,23.155360221874247,0.28899255299947807,1.1188154931301848,89.81589188982642,0.5307692307704951
AA7075-O,1.5992647273479133,60.8602795958485,circle,16.147668788350245,213.9519129570906,109.26977318852421,381.0452695605983,0.19116155463312512,0.8489863703365744,0,1020.3545055995775,6.706688122621606,0.1969661470551476,1.0,1.5601905161645595,,0.3396581011089168,,90.08332125894118,0.4947368426590126
AA7075-O,1.6129540282583867,64.47479014821927,circle,17.038964521286868,223.91108469365068,109.81277325774634,340.068983397721,0.14711678307299347,0.8507043295001556,1,989.6274764548447,0.0,0.20058904028908273,2.0,1.4893631422493714,23.5662808397945,,0.9561613676137147,90.06253757423735,0.49000018171530146
