Material,Thickness (mm),Precut dimensions (diameter/side length) mm,Precut Shape (circle/square/etc),Total Strain/Elongation (%),UTS (MPa),YS (MPa),Strength Coefficient (k in MPa),Strain hardening coefficient (n),Anisotropic (R Value),Is lubricant used?,Feed rate (mm/min),Tool speed (rpm),Step depth (mm),No of stages,HER,Flange Height (mm),Roughness (µm),"Minimum thickness (after final stage, mm)",Final angle after the final stage (degrees),confidence_score
AA1050-H111,1.0,122.34238526934456,square,8.753525346155206,120.77587283640793,119.84133189368922,139.9489526352715,0.04013522101508052,0.84,1,1000.0,,0.2004880059486116,6.0,1.0,,,0.6999998411609637,90.03859821670552,0.5
AA1050-H111,1.0,87.110208200681,circle,10.014864528379945,120.95613213591776,119.91891325936318,140.02360639663107,0.04020197786431452,0.84,1,1000.0,,0.1989247732500695,4.0,1.312257765525786,,,0.6999999979384446,90.00439730024927,0.5
AA1050-H111,1.0,120.56352339257488,circle,7.9040060296391665,120.6255926697287,119.8149655062991,139.98632838913306,0.04007068435703309,0.84,1,1000.0,,0.1998074524987132,6.0,1.3243609679267019,,,0.6999982588002417,89.8722052539303,0.5
AA1050-H111,1.0,53.13612118117707,circle,10.00077181613099,120.9039658747687,119.88928949052436,139.99955840025817,0.03995193280320697,0.84,1,1000.0,,0.19988018291929235,1.0,,,,,,0.5
AA1050-H111,1.0,140.32026176267357,square,6.801659188183046,120.49858334221241,119.85746627274483,139.99667473022316,0.040023824010798875,0.8400000000000001,1,1000.0,,0.20018836771312473,6.0,,,,0.6999998088080354,89.95765292305342,0.5
AA1050-H111,1.0,128.32547585068136,circle,8.766517801454945,120.7472247664629,119.74746778306462,139.99878128406763,0.03988707696960091,0.8400000000000001,1,1000.0,,0.19918073834087044,6.0,1.0,,,0.6999999891721788,89.98992235285209,0.5
AA1050-H111,1.0,130.37619710480837,square,7.937166122957927,120.59847224564699,119.76281949098424,140.0055270895162,0.039964866093754436,0.8400000000000001,1,1000.0,,0.19943963751798463,6.0,1.0,,,0.6999998590999705,90.03635332670221,0.5
AA1050-H111,1.0,115.01689361746102,circle,9.983201892990476,120.91189890257613,119.75775445221316,139.9991404414989,0.040035323327545835,0.84,1,1000.0,,0.20032904904604706,6.0,1.3248515361005062,,,0.6999999867753223,90.01113733184451,0.5
AA1050-H111,1.0,130.50898868885056,circle,8.394071158872324,120.68378784951655,119.93271463758718,139.98825906300047,0.04013001214650869,0.84,1,1000.0,,0.20019375141164014,6.0,1.1991290969156285,,,0.699999988867962,90.01021823647498,0.5
AA1050-H111,1.0,120.31516753152796,circle,9.994465139031165,120.88733827584751,119.85620671040947,139.99964936380132,0.04001720487281773,0.84,1,1000.0,,0.20096452632339581,6.0,1.27242551386574,,,0.6999999637095393,90.0184495107106,0.5
AA1050-H111,1.0,99.74383365163605,circle,9.98431093486508,120.89421617962984,119.94820287739617,140.03132510746954,0.04008823611562197,0.84,1,1000.0,,0.19929884416102997,4.0,1.3276500035334744,,,,90.01346319493217,0.5
AA1050-H111,1.0,120.11620641101187,circle,10.014302854794705,120.89253341672331,120.0000078343163,140.01185769320753,0.04013549284542731,0.8400000000000001,1,1000.0,,0.20035489522470407,6.0,1.3289927838960873,,,,90.00396413157982,0.5
AA1050-H111,1.0,117.01484494102309,circle,8.073147651335304,120.64799553265473,119.91635696759866,140.00313598379987,0.03995080648431712,0.84,1,1000.0,,0.19947958654960926,6.0,1.3170715863439786,,,0.6999999993244423,89.99748278800669,0.5
AA1050-H111,1.0,139.3293351722256,square,6.7893106297353665,120.48469668413162,119.99215538939299,139.97241305584774,0.04022219465992827,0.8400000000000001,1,1000.0,,0.19991311856266747,6.0,,,,0.6999999873555516,89.98910973231257,0.5
AA1050-H111,1.0,115.52572724246733,circle,8.661550657814784,120.75453843859343,119.93943320815352,140.0114391024384,0.040008732888200574,0.84,1,1000.0,,0.1996073917803509,6.0,1.312386720738969,,,0.6999999990943713,90.00291449763637,0.5
AA1050-H111,1.0,126.38324059577889,circle,8.975061965128084,120.77744587274955,120.04375117991746,139.99393890537175,0.040152636139400275,0.84,1,1000.0,,0.20015631215108648,6.0,1.0,,,0.699999985129603,89.98819000016006,0.5
AA1050-H111,1.0,112.08875804704624,square,7.853037425567902,120.64165572290977,120.00068313139936,140.06257613289827,0.040068983673425956,0.8399999999999999,1,1000.0,,0.19859254406852297,4.0,,,,0.6999998380233671,89.96102242625219,0.5
AA1050-H111,1.0,92.19743285125935,circle,4.656348234403132,117.73640238934001,100.56661355712414,136.39453710759702,0.055164831788622054,0.84,0,1000.0,0.0,0.3506124568791448,3.0,1.4083115776420643,13.43,,0.8410309991882742,84.26409109821185,0.5
AA1050-H111,1.0,89.33671247560854,circle,8.554774061943627,120.75074058276327,119.88839749385912,140.00108866280695,0.04002506741147878,0.84,1,1000.0,0.0,0.2003631392856838,3.0,1.2442977195907838,,,,89.98500129176307,0.5
AA1050-H111,1.0,114.15683049216905,circle,10.016754851741045,120.91708725287045,119.9305735176461,139.98224734280294,0.0399702655204906,0.84,1,1000.0,,0.1997431320728921,6.0,1.3345267938599719,,,0.6999999923892185,89.99155104033069,0.5
AA1050-H111,1.0,86.59210106544928,circle,6.350753900735005,118.05265293783408,101.6967863591228,136.60218000426835,0.054468681010287234,0.84,1,1000.0,,0.34638032175337996,4.0,1.4414249594021071,13.43,,0.8405708531692995,84.5437754623578,0.5
AA1050-H111,1.0,131.6553217579403,square,8.166700096427167,120.66528853164306,119.9269850332176,140.0029937001656,0.03996888564029406,0.84,1,1000.0,,0.20023729270518473,6.0,1.335573544380781,,,0.6999999546224129,90.0206304789923,0.5
AA1050-H111,1.0,120.14725143057922,circle,8.766564546174145,120.7486916737028,120.03628237023136,140.01698413843386,0.04008191078427632,0.84,1,1000.0,,0.1995236048611017,6.0,1.3306180090775037,,,0.6999996103394555,89.93954505269835,0.5
AA1050-H111,1.0,127.50740215046085,square,8.972762718519096,120.7731398527888,120.04906440182323,140.00908846552034,0.04009436870859713,0.8400000000000001,1,1000.0,,0.19987505334149247,6.0,1.0,,,0.6999999678948116,90.01735306617624,0.5
AA1050-H111,1.0,120.66001622672573,circle,10.044442226784533,120.88159292277253,119.9375311151855,139.99995909675647,0.03997418769405783,0.84,1,1000.0,,0.2013349867898613,6.0,1.3333941863546293,,,,90.01561022798852,0.5
AA1050-H111,1.0,127.71381908956428,square,6.793914143648783,120.5005155503127,119.98169438408637,140.00117362045182,0.03984583122667489,0.84,1,1000.0,,0.19939139910072826,6.0,,,,0.699999993273457,89.99205699981692,0.5
AA1050-H111,1.0,138.34353772202618,square,6.787828955447862,120.52453140755614,119.72527367935284,140.0356719175333,0.03998285526888049,0.84,1,1000.0,0.0,0.19887834829051587,6.0,1.0,,,0.6999999868874024,90.01109003653849,0.5
AA1050-H111,1.0,133.51595337216082,square,6.815564613982141,120.50349385857574,119.91972164379366,139.99754913555668,0.039998047260347856,0.8399999999999999,1,1000.0,,0.20096580968619063,6.0,1.0,,,0.6999999220982523,89.97296899364592,0.5
AA1050-H111,1.0,120.9702467908769,circle,8.326061347407926,120.68970924692496,119.79938286927317,140.0204432069529,0.03997950728783608,0.84,1,1000.0,,0.19985763702042533,6.0,1.2086825826260874,,,0.6999999998567037,89.99884067275546,0.5
AA1050-H111,1.0,130.671749877586,circle,7.796365469256525,120.61765871736104,119.76364292236063,140.0174753643585,0.03986588046834976,0.8400000000000001,1,1000.0,0.0,0.2001077194692824,6.0,1.271441603190025,,,,90.03058464390541,0.5
AA1050-H111,1.0,115.99381428326029,circle,10.007049851952354,120.88106990263374,119.8098653953672,140.024853708081,0.03990625888766638,0.84,1,1000.0,,0.19908579399730264,6.0,1.272020560428437,,,0.6999999889205364,90.01019407863157,0.5
AA1050-H111,1.0,126.15070841721153,square,8.97830087319721,120.81479768170298,119.90515519075926,139.99654189219942,0.040009082116426786,0.8400000000000001,1,1000.0,,0.1997202366568309,6.0,1.0,,,0.6999998842393335,89.96704896006096,0.5
AA1050-H111,1.0,76.33763466085547,circle,5.7501748213865245,117.51525955563906,98.07755593854608,135.99025566256853,0.05739746868026237,0.84,0,1000.0,,0.3718207781878338,3.0,1.4577430352023868,13.43,,0.654649907100314,83.51270649776917,0.5
AA1050-H111,1.0,92.21766153616849,circle,5.086618162616368,118.30435841050651,104.50594547705204,137.10025559238724,0.05220269229076086,0.84,1,1000.0,,0.3214825781111925,4.0,1.5632355479397126,13.43,,0.5111024570235907,85.43435008636413,0.5
AA1050-H111,1.0,129.90042253500584,square,8.139017616009872,120.64491205379609,119.89117992476699,139.9881841573775,0.04015223194098586,0.84,1,1000.0,0.0,0.19932046332710562,6.0,1.2338910327366364,,,0.6999999993598036,89.99754955362536,0.5
AA1050-H111,1.0,138.1819360278825,square,6.810227303487027,120.46259379783747,119.92729477886233,140.02499292177788,0.04003994708890475,0.8400000000000001,1,1000.0,0.0,0.19856697698732206,6.0,1.250614462635975,,,0.6999999596232107,89.98053947720373,0.5
AA1050-H111,1.0,120.17215587709063,circle,9.989472685556677,120.89574265342672,119.95167265938561,139.96379545106672,0.039881115901731275,0.8399999999999999,1,1000.0,,0.2001403816262782,6.0,1.3326013422714906,,,,90.00327484267162,0.5
AA1050-H111,1.0,140.02017065869546,square,6.8087946868958245,120.47594941498483,119.88648753994039,139.9841517385309,0.03996467301750847,0.84,1,1000.0,,0.19979820305940776,6.0,1.0,,,0.6999998591548942,90.0363462406361,0.5
AA1050-H111,1.0,93.64258327290167,circle,10.01058004545441,120.89340611394478,119.949038577135,139.98688113991338,0.03990658480332871,0.84,0,1000.0,,0.19972969617642705,4.0,,,,,90.02708644879482,0.5
AA1050-H111,1.0,120.6408034119496,circle,7.89769252030744,120.67506953143992,120.02670523209105,139.99242813921765,0.04024351228143579,0.8399999999999999,1,1000.0,,0.198954024207942,6.0,,,,0.6999999298974483,90.02564221438416,0.5
AA1050-H111,1.0,121.13162677348478,circle,9.988708633942998,120.93770418562848,119.82329520107663,139.98718062322234,0.040062020508921464,0.84,1,1000.0,,0.19961615890661663,6.0,1.3268091995305116,,,,89.98538430724194,0.5
AA1050-H111,1.0,117.11988639619658,circle,10.022987500774963,120.90337511433212,119.85170331109677,140.01309735569131,0.03992760254933806,0.84,0,1000.0,,0.20024352033194545,6.0,1.3140599129626163,,,0.699999446330116,90.07206329064248,0.5
AA1050-H111,1.0,129.95495498263296,circle,8.45231228949961,120.701095331525,120.00064086147954,139.99844016539777,0.03997818284710075,0.84,0,1000.0,,0.20051991718693393,6.0,,,,0.6999999349490088,90.0247010589751,0.5
AA1050-H111,1.0,140.11313399373574,square,6.818328762234268,120.52637055342596,119.91263559672709,140.00057819592953,0.040022085548866285,0.84,1,1000.0,,0.19912020792352958,6.0,,,,0.699999943857564,89.97705256021219,0.5
AA1050-H111,1.0,78.2979600587657,circle,5.5314659287414365,117.36190767990175,96.93483543263514,135.78066363088698,0.0580625630696382,0.84,0,1000.0,,0.37889736095448506,3.0,1.4189511361962197,13.43,,0.6697681326388106,83.20622628984655,0.5
AA1050-H111,1.0,129.35757947954252,circle,8.108846537938147,120.63630712387679,119.92641349781071,140.01787116951598,0.04004176025267692,0.8400000000000001,1,1000.0,0.0,0.19946590042698245,6.0,1.2455754469340163,,,0.6999996511689822,90.05720001936191,0.5
AA1050-H111,1.0,120.25294210456384,circle,10.000963315891958,120.9195833494388,119.83638570322456,140.02440936091116,0.03998942863675634,0.8400000000000001,1,1000.0,,0.19966453784698926,6.0,1.3311591576400497,,,,90.0217671170465,0.5
AA1050-H111,1.0,114.18758738899328,circle,10.019938665796353,120.88861040385686,119.86204455508933,140.01172181674698,0.04002438405118059,0.8400000000000001,1,1000.0,,0.20088500126226524,6.0,1.2759649751574893,,,0.6999997685311227,90.04659452886203,0.5
AA1050-H111,1.0,117.73265188995126,circle,7.914897035226775,120.61482004499945,120.11555121145902,139.9952353636039,0.04001323402792042,0.8400000000000001,1,1000.0,,0.2009745326274449,6.0,1.315953513601837,,,0.6999999955650702,89.99355041185187,0.5
AA1050-H111,1.0,119.78294102658377,circle,8.579507189340294,120.70644387294332,119.81767702690678,140.0305614068167,0.03996409581727724,0.84,1,1000.0,,0.19978082287711393,6.0,1.2226730254711715,,,0.6999998187796626,90.04122798286978,0.5
AA1050-H111,1.0,121.09185959013412,circle,9.989174094703085,120.91137505519325,120.02394784405253,139.99108811825852,0.04013961119968599,0.84,0,1000.0,,0.20039295458316017,6.0,,,,,90.00643841758236,0.5
AA1050-H111,1.0,129.01455049571376,circle,8.207137848143885,120.67714904607175,119.93286479817701,139.97006210381696,0.03996106880538171,0.8400000000000001,1,1000.0,0.0,0.19993753936541364,6.0,1.2761925241221923,,,,90.00065806489474,0.5
AA1050-H111,1.0,120.62134294575162,circle,9.983797472095514,120.89636121109758,119.90041201746998,139.96255097736605,0.040040280616143,0.84,0,1000.0,,0.19950764633757426,6.0,1.3274250689498408,,,,89.9982114789318,0.5
AA1050-H111,1.0,114.43629922040284,circle,10.004051273972042,120.9130178829231,119.81391180323875,140.00075192214535,0.04007020402846174,0.84,1,1000.0,,0.19991134104834665,6.0,1.3233885633847375,,,0.6999999322982877,90.02519929785343,0.5
AA1050-H111,1.0,115.4459377079616,circle,9.986637724270846,120.88523509034705,120.0240730690947,139.95429970621555,0.04010775546271334,0.84,1,1000.0,,0.19877099289131772,6.0,1.3345060564965872,,,0.6999999472265106,89.97775171609109,0.5
AA1050-H111,1.0,114.5967200119464,circle,10.01591816288774,120.90902638742759,119.80889925544265,139.96882571307697,0.03989328642861935,0.8400000000000001,1,1000.0,,0.19947930656322674,6.0,1.3370160045361374,,,0.6999999998340498,89.99875239408334,0.5
AA1050-H111,1.0,120.15968899603538,circle,10.044819047588124,120.8819721853093,119.83923361801266,140.01152427460335,0.039934956881209856,0.84,1,1000.0,,0.19930392411715622,6.0,1.3201524569386067,,,,90.00224483091162,0.5
AA1050-H111,1.0,139.29747496206144,square,6.790464837178375,120.50731201918639,119.99303822180828,140.01943774224677,0.039712558342784275,0.84,1,1000.0,,0.19995876143945135,6.0,,,,0.6999999357745994,90.02454381248442,0.5
AA1050-H111,1.0,117.2446157397714,circle,7.900520368197398,120.62935474074452,119.99138216137341,140.00145917998205,0.039958142965491376,0.84,1,1000.0,,0.20083755175428167,6.0,1.3094845846754397,,,0.6999999957753398,89.99370516280788,0.5
AA1050-H111,1.0,111.0143199925136,circle,9.988156742307453,120.89457258988817,119.77962155714836,139.95658950605528,0.03993069447674109,0.84,1,1000.0,,0.1999470289422533,6.0,1.3101373740348807,,,0.6999999993463342,90.00247609027487,0.5
AA1050-H111,1.0,137.17661036665476,square,6.7742580457320045,120.50682714698523,120.01948454225746,139.98514428497717,0.04018382392730693,0.8399999999999999,1,1000.0,0.0,0.20065599892363636,6.0,1.0,,,0.699999235663737,90.08467025779801,0.5
AA1050-H111,1.0,97.10405209191708,circle,5.36298601575787,118.65007769549185,107.4391457581273,137.6638266368293,0.04976910533022318,0.84,1,1000.0,,0.2996104585585933,4.0,1.5518173188933728,13.43,,0.6985107178564999,86.26187233038414,0.5
AA1050-H111,1.0,83.53973714475745,circle,10.0216386325734,120.88599864932557,119.76491181220048,140.01356805788478,0.039957235508965606,0.84,1,1000.0,,0.2011230659303123,4.0,1.3155369394830467,,,0.6999999701619244,90.01672915544046,0.5
AA1050-H111,1.0,86.49902084703481,circle,8.430054518516867,120.69202631787374,120.08589510563174,139.9872664461901,0.04005303767921324,0.84,1,1000.0,,0.20006794117491225,3.0,,,,0.6999999969986472,89.99469424577157,0.5
AA7075-O,1.6009218569065604,59.18654827679764,circle,16.933810359623894,214.08178591046703,110.05337423852055,399.9416717454404,0.17198387372481805,0.8493924309745386,1,995.4900470796073,491.34086348077625,0.1999601779669508,1.0,1.604423076145568,25.696453904677174,,,90.05769720967685,0.5619316840096583
AA7075-O,1.5933725063586115,59.67650200760702,circle,16.08777292274404,214.63506906770039,109.67159982892078,354.6705497607304,0.22377466853764763,0.8497800086797219,1,989.5754398123676,646.4918607962962,0.20001264731928375,1.0,1.597016209129144,25.53772709098942,0.2295116310896441,1.1153590202722854,89.89896381577398,0.48462387506051297
AA7075-O,1.2252623019666382,88.4451599223112,circle,12.613167522353164,160.03988164542108,113.78117732888134,235.7964995474737,0.33949245340793616,0.8437627795777483,1,1006.4224308873553,,0.1999085959693919,4.0,1.440028960876506,17.904721815328983,,,69.95853710191096,0.6000000000000001
AA7075-O,1.5997630053958536,64.82554953986498,circle,17.015213986458576,214.25577027428892,110.02120425796177,341.8478129198141,0.14234824306456995,0.8500971460973908,1,1004.0752107283961,1002.7589178412434,0.20003507690422576,2.0,1.4658231961571395,23.257163553489246,0.16938514282958825,1.0991813687162033,89.96256318998812,0.5098524863332798
AA7075-O,1.2855093672885352,80.5043383073664,circle,13.273994866548998,165.27791720535345,114.7051861009906,262.9727975675151,0.10041811353830297,0.8437321101101787,1,1019.896792065323,1004.6485503620931,0.20070330071734993,4.0,1.660852444147639,26.496270566870155,,,79.46833827637973,0.4736842105263158
AA7075-O,1.5983138492663709,61.23173861458875,circle,17.01552985987628,213.94342334128186,109.59613308321333,401.2768280931985,0.16735320004283544,0.8498762200020605,1,984.8563155715295,0.0,0.19777415262234296,1.0,1.5395020127658146,25.013971827517484,,1.118819435796459,89.96103744680244,0.47000007435978325
AA7075-O,1.6033571621597509,60.25438475354726,circle,16.966313001432443,214.18110175179643,109.53530679406889,398.91730916555156,0.1730071553352203,0.8501709812465676,1,1006.8001861416236,634.6219691853385,0.20082313064426655,1.0,1.562138726971362,25.762503866290345,,,89.96182138900612,0.5056882914356386
AA7075-O,1.5972538952707775,57.186453380424695,circle,16.75054591692683,220.62006138063506,107.51648950532952,436.12855867053554,0.15948946635682035,0.8720810994535825,1,1004.3281386779878,3.91106488629009,0.20018337763843633,1.0,1.619575616832323,27.0063376786494,,,,0.5579977780998236
AA7075-O,1.6021952650437539,63.15525731838053,circle,17.008261078516203,213.66550681126822,109.23743793406886,399.7167507000464,0.16967430440273684,0.8497018952198053,1,974.2298110023855,357.66234044103714,0.20042574243729502,1.0,1.4959253305588474,23.598087531223214,0.33819124413290613,,90.02771718739508,0.47500000000240933
AA7075-O,1.6029485543251927,60.80615361174294,circle,16.80475514308777,228.79884236665956,107.92468142801569,441.76114849734387,0.16341620383938252,0.9002433395533385,1,976.122062664161,575.0451865968284,0.1995866421562116,2.0,1.0,,,1.1992113741619277,,0.46666666666683027
AA7075-O,1.6005218478652392,61.86861480412438,circle,16.39369884098803,213.76152513165854,109.47552447819223,400.0075309275582,0.17315006415396741,0.8500926229686375,0,980.6956468147752,998.8838491738636,0.19978586124180872,1.0,1.5558656164242013,21.406195476450716,0.1696500327572917,,90.04669797633164,0.5083333348451748
AA7075-O,1.3067173606352789,57.7277752735777,circle,11.334981131729378,173.29244108402037,92.58001218354443,268.636983693281,0.46698885044389116,0.8509250098482459,1,,,0.34578575825667257,1.0,1.4957528734836507,15.764428566333686,,0.836002662118792,78.77766435786668,0.5333333333333333
AA7075-O,1.601147481623847,60.07132845328753,circle,17.080497026416854,214.22407387035705,109.38779560693169,332.47864212999065,0.13707931647464522,0.8489934913087379,1,1003.8721270469249,1.0137306626921887,0.19848056427521454,1.0,1.5751088745450132,25.834039233787927,,1.1208032301250073,89.99359109021276,0.48227766316917475
AA7075-O,1.601211074202158,62.38091164170114,circle,16.319810586935148,214.33117695266137,109.23675829995285,369.2839173083741,0.2053378434603414,0.8504233401500088,1,1021.8156574935896,317.16929286255976,0.19999975212799406,1.0,1.5270046332281062,24.428851562548722,0.28810575317012127,1.120847734580801,90.01008435326958,0.46923076934164
AA7075-O,1.5988009665508587,57.36544350476553,circle,16.550204866756467,213.24170630021254,109.35448520915153,379.8018806161189,0.19534124269327965,0.8508240779669197,1,992.8254136213493,1.134615716152146,0.20052467649728217,1.0,1.6566612897141326,26.763025643359562,0.33933732848567455,1.1191605477158864,89.97250416921311,0.5232346927404713
AA7075-O,1.6017249595843044,60.46556374357919,circle,17.141408985683423,213.75996416577252,109.41078247489975,399.47706423131115,0.1696855979094687,0.8493536004445408,1,991.774683051446,494.65565863079803,0.20032127197710323,1.0,1.5657058923214722,25.705290578978524,,,90.02606312321791,0.4843124658869526
AA7075-O,1.603021704323876,58.856998513765035,circle,16.623214395055516,214.27655824686747,109.67510420901253,327.6961954670919,0.17120965160516058,0.8498663110768174,1,990.3614247892896,489.5070361003297,0.1996259384124595,1.0,1.6040394360812549,26.766225075560488,0.17069460967265282,1.1221145427512336,89.93831669731271,0.5154013379625502
AA7075-O,1.6010228570871676,61.58102524330503,circle,16.59713638903083,220.05153987740013,106.39494564374827,353.25507079832823,0.14775470113793387,0.8499131448735374,1,985.1234290259006,,0.20100282302243377,2.0,1.6468709417351144,23.95184417961835,,1.1000799369643348,89.96253720509189,0.48000002347474985
AA7075-O,1.601705077164876,64.75502017297565,circle,17.001877513721205,222.51965980668336,109.6411130500051,278.66530881992435,0.11778906930840821,0.8510473777846045,1,1012.7803731550191,997.3810858108213,0.19974615395273562,1.0,1.433782500136349,20.370430387759487,,1.1023596603443278,90.00962577994336,0.5000000543213716
AA7075-O,1.6010519225667508,61.18733021460052,circle,16.970632930907552,221.2136347637294,105.99252848423114,399.50351422695167,0.5229906657474996,0.8499728911550591,1,992.3874462951729,1004.4459955508056,0.20003125682173867,1.0,1.5463699446038341,22.24857627543593,0.1709480539679454,1.1207358317353253,90.05487738596618,0.5076934089192583
AA7075-O,1.6024739775265486,56.98123884266936,circle,16.522089067062723,213.88063359266962,109.23149874072354,376.1562832768382,0.19863303042140423,0.8502409191414882,1,993.6991580596211,1001.7095486429208,0.1995068389533685,1.0,1.6750878466838246,26.62654064944555,0.1719879754021408,1.1217311445302902,90.06119195264722,0.6004188178143809
AA7075-O,1.3508555961233735,38.8251545553811,circle,18.449945645747814,219.73848357260871,141.98332156619242,374.41857153199317,0.3348028333879929,0.8499813769078379,1,996.4174641798858,0.0,0.11677875469034896,1.0,2.3791060271758013,,0.3401812593868374,,90.03718356111722,0.4947368421052642
AA7075-O,1.5991580494141886,65.10858880240282,circle,16.34047391577378,214.32396035561405,109.69261749933146,372.24643758308,0.20467124001468093,0.849565684777534,1,1013.1613401957458,373.3149858928567,0.1997257464042553,1.0,1.453908706006076,22.898279224284924,0.27745166253115994,1.1194091898159122,89.90794594491321,0.4692313421117902
AA7075-O,1.5996323636739567,60.75495483903184,circle,16.073834394175122,213.9759564785453,109.38488659426211,379.76030297813475,0.193269356243435,0.8494931851682872,0,1010.1772527997887,3.353344061310803,0.1984830735275738,1.0,1.558598957260128,,0.33982905055445844,,90.0416606294706,0.4947508851354123
AA7075-O,1.6064770141291935,64.48739507410964,circle,17.019482260643432,222.95529252751206,109.7135259171687,345.4645977317849,0.1471305338773918,0.8503521647500778,1,994.8137382274223,0.0,0.20029452014454135,2.0,1.4832524643690144,23.58314041989725,,0.9226433330138483,90.03126878711868,0.4900093178215624
